content;seq_lengths;tags;subsent_nb
【报告称中国治理雾霾污染需要20至30年[衰]】报告显示，根据英国、日本、德国、美国治理大气污染经历，中国要“从根本上而不是一时”治理好雾霾、重现蓝天白云，按照目前经济发展模式和技术水平，需20-30年时间。即使采取最严厉措施，最先进技术，奇迹性改善，也需15-20年时间。http://t.cn/R75y6iB<>去球了，死了也见不到蓝天白云了，在雾霾中死去[泪];156,25;1,0;2
【报告称中国治理雾霾污染需要20至30年[衰]】报告显示，根据英国、日本、德国、美国治理大气污染经历，中国要“从根本上而不是一时”治理好雾霾、重现蓝天白云，按照目前经济发展模式和技术水平，需20-30年时间。即使采取最严厉措施，最先进技术，奇迹性改善，也需15-20年时间。http://t.cn/R75y6iB<>@联合国 ：详细：http://t.cn/RvhiQDa<>这意识是说是还要让我们默默的吸食雾霾25年，还是说你们在拿时间做借口？;156,28,35;1,1,0;3
【爆表了！爆表了！合肥空气再恶化 10站点全部达严重污染[伤心]】今天晚上10时30分，合肥市空气质量再次“恶化”。10个监测点全部达到最高污染级别——严重污染。其中，包河区污染指数高达500，达到了污染爆表极限。[弱]<>【报告称中国治理雾霾需20-30年[挖鼻屎]】今天，国家室内环境监测中心主任宋广生说，中国治雾霾需要20-30年。<>包河区的同学们快跑啊！;110,57,11;0,0,0;3
【爆表了！爆表了！合肥空气再恶化 10站点全部达严重污染[伤心]】今天晚上10时30分，合肥市空气质量再次“恶化”。10个监测点全部达到最高污染级别——严重污染。其中，包河区污染指数高达500，达到了污染爆表极限。[弱]<>合肥也爆表了？！[吃惊]<>马上要到上海了么？?正好出差 回来后关张江一礼拜希望能躲过这次雾霾啊[挖鼻屎];110,12,39;0,0,0;3
【爆表了！爆表了！合肥空气再恶化 10站点全部达严重污染[伤心]】今天晚上10时30分，合肥市空气质量再次“恶化”。10个监测点全部达到最高污染级别——严重污染。其中，包河区污染指数高达500，达到了污染爆表极限。[弱]<>合肥也爆表了？！[吃惊]<>NaN<>昨天有雾霾;110,12,3,5;0,0,1,1;4
【爆表了！爆表了！合肥空气再恶化 10站点全部达严重污染[伤心]】今天晚上10时30分，合肥市空气质量再次“恶化”。10个监测点全部达到最高污染级别——严重污染。其中，包河区污染指数高达500，达到了污染爆表极限。[弱]<>☔求雨 //【报告称中国治理雾霾需20-30年[挖鼻屎]】今天，国家室内环境监测中心主任宋广生说，中国治雾霾需要20-30年。报告称，根据英、日、德、美治理大气污染经历，从根本上治好雾霾，需20-30年。即使用最严厉措施、最先进技术、奇迹性改善环境，也要15-20年。ps：一句话描述看到这条消息的心情。;110,152;0,0;2
可见度都已经成这样了 这霾好黑人<>@NITECORE奈特科尔<>#SRT7# 果然威力无穷啊！连雾霾都阻挡不了的强光！<>需要SRT7的朋友请看过来》》http://t.cn/zH0SrXe;16,13,27,34;0,1,0,1;4
#北京提个醒儿#【北京：23日至25日将再现重污染雾霾天！[抓狂]】。。。是的，雾霾又来了！！！23日至25日预计将出现一次重污染！26日，受冷空气影响，空气质量将转为优良。这个月的雾霾天根本停不下来的节奏啊[泪]<>我想发起个活动，先为小学校和幼儿园免费赠送净化器。毕竟雾霾对儿童的伤害最大，而大部分学校对这件事不作为。有净化器厂商赞助吗？哪些妈妈为自己孩子班级提出申请？<>这事儿靠谱！[good]北京的妈妈们报上您孩子的学校和班级吧！<>必须的赞！！;107,78,31,6;0,1,2,2;4
#北京提个醒儿#【北京：23日至25日将再现重污染雾霾天！[抓狂]】。。。是的，雾霾又来了！！！23日至25日预计将出现一次重污染！26日，受冷空气影响，空气质量将转为优良。这个月的雾霾天根本停不下来的节奏啊[泪]<>我想发起个活动，先为小学校和幼儿园免费赠送净化器。毕竟雾霾对儿童的伤害最大，而大部分学校对这件事不作为。有净化器厂商赞助吗？哪些妈妈为自己孩子班级提出申请？<>这事儿靠谱！[good]北京的妈妈们报上您孩子的学校和班级吧！<>为什么要这样，我已经感冒了;107,78,31,13;0,1,2,1;4
#北京提个醒儿#【北京：23日至25日将再现重污染雾霾天！[抓狂]】。。。是的，雾霾又来了！！！23日至25日预计将出现一次重污染！26日，受冷空气影响，空气质量将转为优良。这个月的雾霾天根本停不下来的节奏啊[泪]<>让雾霾来的更猛烈一些吧;107,11;0,0;2
#在线发布#【安徽未来几天将出现持续雾霾 省交警总队部署预案】10月22、23、24日及今后较长时期，我省大部分地区可能持续出现雾霾、团雾等恶劣天气，给全省高速公路通行带来不利影响。为保障全省高速道路交通安全畅通，省公安厅交警总队近日部署了各地加强恶劣天气条件下高速公路交通事故预防工作。<>【交通安全提示】近期多雾霾天，请驾驶人朋友谨慎驾车，以免发生交通意外。[围观];144,39;1,0;2
#在线发布#【安徽未来几天将出现持续雾霾 省交警总队部署预案】10月22、23、24日及今后较长时期，我省大部分地区可能持续出现雾霾、团雾等恶劣天气，给全省高速公路通行带来不利影响。为保障全省高速道路交通安全畅通，省公安厅交警总队近日部署了各地加强恶劣天气条件下高速公路交通事故预防工作。<>#在线发布#本月22、23、24日及今后较长时期，我省大部分地区可能持续出现雾霾、团雾等恶劣天气，提醒广大车友们在出行时安全驾驶，确保交通安全[话筒];144,75;1,0;2
#绿聚家人#【说说那些超标排污企业的事儿（二）】截止24日18时，在点名污染企业13天后，已经有36家企业完成公开说明，占比60%。感谢各环保局为之付出的努力，希望各企业能够尽早达标；对于剩下的24家，还希望大家继续努力，我们将持续关注！http://t.cn/R7xvREy @污染地图 @山东环境 @生态梦人<>对于迟迟不作说明的企业，省厅将列为重点监察对象开展独立调查。<>[赞][威武][给力]<>山东雾霾治理，难得伙伴用心，环保给力[good] 真心治污，必得到公众支持！;156,30,11,38;1,0,2,2;4
#绿聚家人#【说说那些超标排污企业的事儿（二）】截止24日18时，在点名污染企业13天后，已经有36家企业完成公开说明，占比60%。感谢各环保局为之付出的努力，希望各企业能够尽早达标；对于剩下的24家，还希望大家继续努力，我们将持续关注！http://t.cn/R7xvREy @污染地图 @山东环境 @生态梦人<>对于迟迟不作说明的企业，省厅将列为重点监察对象开展独立调查。<>[赞][威武][给力]<>山东雾霾治理，难得伙伴用心，环保给力[good] 真心治污，必得到公众支持！;156,30,11,38;1,0,2,2;4
北京空气污染895！！！<>哦！我的上帝啊！<>原来现在是1000才爆表<>北京人不哭，今夜我们都是北京人。<>北京雾霾成常态了，这还没进入取暖季，进入取暖季节以后，想一想就炸裂;12,8,12,16,33;0,0,0,0,0;5
#全民治霾#在706空间，一群青年人因为雾霾聚在一起。这次，大家要一起行动起来，催生改变！ 远离雾霾伤害，一起加入#好空气保卫侠#，不再吐槽，不再指责，为蓝天，我们身体力行！[带着微博去旅行][带着微博去旅行][带着微博去旅行]@环保北京 @菜乡之剑 @冯永锋 @北京青年周刊@飞雪静静@山东环境<>#与雾霾企业约会#正式开始吧。从明天起，寻找那些污染企业，逐一约会起来。<>第一家约会谁？;148,36,7;2,2,1;3
北京前些年沙尘暴挺凶，这几年消停了，据说是在北边广栽防护林的结果，我斗胆瞎猜，现在雾霾重，是不是因为防护林挡了北风？除一弊却生一弊？<>不用斗胆，类似观点专业人士提过的。不过说明老兄敏锐。[酷]<>那么问题来了，要不要砍掉防护林，劈柴喂马？沙尘暴总好过霾毒。<>我斗胆瞎猜一下，如果砍掉之后，雾霾没走，沙尘暴却卷土重来，那么，出馊主意的人该当何罪？[偷笑];66,29,30,47;1,2,1,1;4
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>别把科技进步当成环境污染的原因。<>NaN<>雾霾？明摆着大炮炮放多了！[哈哈];33,16,3,17;0,0,1,0;4
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>不说是炒菜的油烟吗？<>NaN<>我也说的真话：终有一天，在这个越来越奇葩的社会，普通的老百姓活着也会成为“他们”认为的雾霾难以治理的主要成因！;33,10,3,55;0,0,1,0;4
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>我感觉是人多了，各种各样的水汽，如人身上冒出的、厨房里产生的、各种工业产生的、当然汽车也有，这些水汽伴随城市热岛效应（冷空气往热心集中），加上二氧化碳、油烟、工业尘土、其他粉尘，形成了雾霾。北京应该把所有工业迁出，大力发展第三产业。;33,116;0,0;2
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>可是雾霾总是在没风的日子起来啊！如果有风雾霾变大，那说明周边工业污染厉害，可是事实相反啊！;33,45;0,1;2
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>[good]<>如果你以为他们是真的要治理雾霾，那你就输了。;33,6,22;0,0,0;3
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>北京无雾霾;33,5;0,1;2
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>绝对是炒菜惹的祸！[怒]各家各户必须严格限号做饭～<>小崔不懂又瞎说了。洛杉矶的雾霾治理了几十年后来才发现是汽车是最主要的原因。所以加州才通过了最严格排放标准的法律。才有了今天的蓝崔永元:我认真地想，如果我们不开车还吃咸菜，那天得蓝成什么样儿？[飞机];33,25,99;0,0,0;3
我说的真话：把小汽车尾气当成雾霾的主要成因，你就永远治理不好雾霾。<>朱毅:过量施用化肥导致土壤和水体富营养化，氨氮挥发后成为微生物培养基，微生物颗粒的二次气溶胶也是中国特色雾霾一大原因。这个最新研究略感欣慰的是，我们的雾霾危害没那么大，但农业源的污染确实需要重视。另外，至于炒菜成霾，我怀着无炒不成菜无油不欢者的自我批评的内疚，认真地写过一篇小文呢;33,140;0,1;2
“这个政府、连干净的空气和饮用水都保护不了……”“咳咳咳咳，年轻人呀，咳咳，别那么偏激，咳咳咳咳……我都得肺癌了，都比你爱国，咳咳咳咳，咱为了发展只能先污染了，咳咳咳，还不是美国日本给逼的，咳咳咳……”<>咳咳咳，小心暴民。。。咳咳咳。。。小心民粹。。。咳咳咳。。。<>咳咳咳，雾霾里的胡锡进，你病了没有？<>咳咳咳，反正老婆孩子都移民了;101,30,18,14;0,0,0,0;4
【PM2.5浓度哪家强?】WHO“2014年城市户外空气污染数据库”NO.1是东方某人口大国首都，且该国包揽BIG4，占据TOP20的13席……#和印度比是有多想不开# 排名最高的中国城市兰州列第36位，北京排在第76位。报道分析，在中国，导致雾霾的凶手之一是焚烧秸秆；而在印度，居然是烟花。http://t.cn/R7S0Nbt<>中国雾霾，汽车尾气影响微乎其微（免得你限号），烧秸秆影响微乎其微（免得不让我烧），放炮放花影响微乎其微（免得我家红白喜事不让放），只有政府是最大原因（反正我不是当官的），还有工业的排放（反正我不在那上班）…<>→_→<>于老师没提放炮<>我提了，被删了<>字数不够，你看，又短了[doge];165,103,3,7,7,17;1,0,1,1,1,1;6
【PM2.5浓度哪家强?】WHO“2014年城市户外空气污染数据库”NO.1是东方某人口大国首都，且该国包揽BIG4，占据TOP20的13席……#和印度比是有多想不开# 排名最高的中国城市兰州列第36位，北京排在第76位。报道分析，在中国，导致雾霾的凶手之一是焚烧秸秆；而在印度，居然是烟花。http://t.cn/R7S0Nbt<>中国雾霾，汽车尾气影响微乎其微（免得你限号），烧秸秆影响微乎其微（免得不让我烧），放炮放花影响微乎其微（免得我家红白喜事不让放），只有政府是最大原因（反正我不是当官的），还有工业的排放（反正我不在那上班）…<>NaN<>汽车尾气不达标，与汽油有多大关系？与汽车排放标准有多大关系？各地污染，与环保要求松懈，政府不监管有多大关系？原来全是屁民的错;165,103,3,62;1,0,1,0;4
【PM2.5浓度哪家强?】WHO“2014年城市户外空气污染数据库”NO.1是东方某人口大国首都，且该国包揽BIG4，占据TOP20的13席……#和印度比是有多想不开# 排名最高的中国城市兰州列第36位，北京排在第76位。报道分析，在中国，导致雾霾的凶手之一是焚烧秸秆；而在印度，居然是烟花。http://t.cn/R7S0Nbt<>中国雾霾，汽车尾气影响微乎其微（免得你限号），烧秸秆影响微乎其微（免得不让我烧），放炮放花影响微乎其微（免得我家红白喜事不让放），只有政府是最大原因（反正我不是当官的），还有工业的排放（反正我不在那上班）…<>人人都想环境好，可惜都不想为此做出牺牲，都把责任推给别人…;165,103,29;1,0,0;3
【PM2.5浓度哪家强?】WHO“2014年城市户外空气污染数据库”NO.1是东方某人口大国首都，且该国包揽BIG4，占据TOP20的13席……#和印度比是有多想不开# 排名最高的中国城市兰州列第36位，北京排在第76位。报道分析，在中国，导致雾霾的凶手之一是焚烧秸秆；而在印度，居然是烟花。http://t.cn/R7S0Nbt<>不！中国雾霾的原因中，汽车尾气影响微乎其微（免得你限号），烧秸秆影响微乎其微（免得你不让我烧），放炮放花影响微乎其微（免得我家有红白喜寿事不让放），只有政府是最大原因（反正我不是当官的），还有工业企业的排放（反正我不在那上班）总之别因为治理雾霾影响我，都是他们的错！;165,133;1,0;2
【PM2.5浓度哪家强?】WHO“2014年城市户外空气污染数据库”NO.1是东方某人口大国首都，且该国包揽BIG4，占据TOP20的13席……#和印度比是有多想不开# 排名最高的中国城市兰州列第36位，北京排在第76位。报道分析，在中国，导致雾霾的凶手之一是焚烧秸秆；而在印度，居然是烟花。http://t.cn/R7S0Nbt<>【2014年1月25日纽约时报：新德里雾霾程度远超北京 】 http://t.cn/8FIci5p 耶鲁大学专家说：“人们把注意力放在中国而非印度身上，这让我感到困惑。在印度，还没有像中国那样较好的公开数据。”<>北京227-473新德里。北京首破500，新德里已8天。;165,105,28;1,1,1;3
这个月初《自然》上有个文章讲中国雾霾的源解析，这种重要的文章为什么在中国媒体上没有什么动静。因为第一作者单位是瑞士PSI，还是因为结果没什么新意？http://t.cn/RhFdiOe<>中国雾霾大部分来自于二次气溶胶，也就是在空气中形成的微小颗粒。无机的主要来自氮氧化物、二氧化硫和氨的排放。有机的来自交通，燃煤，生物质燃烧和厨房。<>数据中5%~15%是直接来源于交通排放的量。其实交通排放很大一部分成为了二次气溶胶成分。;92,73,44;1,1,1;3
这个月初《自然》上有个文章讲中国雾霾的源解析，这种重要的文章为什么在中国媒体上没有什么动静。因为第一作者单位是瑞士PSI，还是因为结果没什么新意？http://t.cn/RhFdiOe<>这个文章在线发表的时候我们做了新闻稿的，但当时是9月中，空气超好，所以反响不大，虽然后来十月份上印刷版的时候是雾霾时间但文章实际上已经发表两周了...当时还被老板调侃要是有办法等待雾霾来了再发就好了...;92,102;1,1;2
周一，北京，双号限行，开车40公里，没见到一辆双号的私家车，30公里高速路没见到一辆大货车。京承高速的路面干净到一粒石子都没有，所有的小坑小洼都被修复。向北，可以看到延庆的群山；向西，西山清晰可见。感悟：1、污染其实是经济和政治问题；2、政府效率，让企业家羡慕，让外国政府捶胸口。<>这周apec，下周asia games，再下周cepa，下下下周world cup……北京人民的肺就有救了~[哈哈][哈哈]<>唉！<>雾霾也得听政府的！该来时来，该走时走！;140,62,2,19;0,0,0,0;4
从另一个侧面来看，会议蓝天也说明中国人具备“管理空气”的能力，只是手段方式是否有底线值得商榷。“临时管控空气”为什么不能变成一个长期的行为？  http://t.cn/R7Y9hrh<>Repost<>NaN<>消除雾霾两大法宝:暴风骤雨、国际会议。@曹云金;91,6,3,23;0,1,1,1;4
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>[话筒]<>从未如此迫切的期待过雾霾！！！;137,4,15;1,1,2;3
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>哈哈哈哈哈哈哈<>第一次觉得有雾霾太特么好了<>绞尽脑汁想想还有什么招数能消灭它？;137,7,13,17;1,1,2,0;4
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>哈哈哈哈哈哈哈<>那就供暖吧，反正也雾霾，别让老百姓老冷着了！;137,7,22;1,1,1;3
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>之前有媒体乐观地认为APEC期间“有望天天见蓝天”，偶当时真不忍心给乐“天”派泼冷水。<>NaN<>@刘烨 京师需要你，你自诩为一笑倾城倾雾霾的微笑君，来，给大爷们笑一个;137,43,3,35;1,1,1,1;4
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>之前有媒体乐观地认为APEC期间“有望天天见蓝天”，偶当时真不忍心给乐“天”派泼冷水。<>牛逼的雾霾，胆子很大;137,43,10;1,1,1;3
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>之前有媒体乐观地认为APEC期间“有望天天见蓝天”，偶当时真不忍心给乐“天”派泼冷水。<>NaN<>面对同胞吸雾霾无动于衷，为了老外就这么卖力治雾霾，这是什么节奏啊？;137,43,3,33;1,1,1,0;4
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>龙哥说，这北京召开APEC会议时为控制雾霾天气各单位都放假了，而且公车和私车都限行！北京周边地区也是车辆限行和污染企先关闭，为的就是保证这几天的APEC会议！等会议开完了外国首脑走了，北京还是继续严重雾霾天气，还是严重空气污染！为什么北京市领导没有办法治理北京严重空气污染的雾霾？;137,140;1,0;2
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>……如果暖气不让送、地铁不让坐、工厂不让开工，甚至死人不让烧，京津冀联动还是雾霾不断。那领导们的思维方式真该转变了，治霾还真不能这么干<>朝廷一定是在借 APEC之名，用排除法排除尾气、施工、供暖、工业等方面的可能性。看来消除雾霾主要还是得靠“树新蜂”;137,67,57;1,1,1;3
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>开个破会开始临时抱佛脚！停暖气外加单双号限行根本不会起任何作用！那个说4年治理不好北京雾霾的市长是谁来着！该辞职了！;137,58;1,1;2
【中国气象局：预计APEC期间北京4天有霾】中国气象局今天下午召开新闻发布会介绍，预计APEC会议期间（11月5日至12日），北京天气主要为晴或多云天气。8至11日北京及周边地区将有4天左右轻到中度霾。10日前后出现中度污染天气风险高。http://t.cn/R7T6Vht<>。。。。居然还有雾霾;137,10;1,0;2
【鸟巢昨晚进行APEC欢迎晚宴烟花预演】据@财经网 报道，昨晚有网友拍到，北京鸟巢进行了APEC欢迎晚宴烟花预演。此前北京市政府发布公告称，市政府决定2014年亚太经济合作组织领导人非正式会议欢迎晚宴及预演期间,在本市五环路内指定地点燃放烟花。<>艹<>用的环保材料,有助于驱散雾霾<>老百姓开车限号，你们放烟花，我就呵呵了，跪舔洋大人就那么美吗！！！<>奴性！！;122,1,14,33,4;1,0,0,0,0;5
【鸟巢昨晚进行APEC欢迎晚宴烟花预演】据@财经网 报道，昨晚有网友拍到，北京鸟巢进行了APEC欢迎晚宴烟花预演。此前北京市政府发布公告称，市政府决定2014年亚太经济合作组织领导人非正式会议欢迎晚宴及预演期间,在本市五环路内指定地点燃放烟花。<>艹<>擦<>草<>这不怕雾霾了！MD还限号;122,1,1,1,12;1,0,0,0,0;5
【鸟巢昨晚进行APEC欢迎晚宴烟花预演】据@财经网 报道，昨晚有网友拍到，北京鸟巢进行了APEC欢迎晚宴烟花预演。此前北京市政府发布公告称，市政府决定2014年亚太经济合作组织领导人非正式会议欢迎晚宴及预演期间,在本市五环路内指定地点燃放烟花。<>为什么让自己人限行，却给外国敌对势力献花？<>限行的啥？自行车吗？记得之前不是有砖家说过，雾霾不是因为汽车，而是因为自行车的嘛。。。[挖鼻屎][挖鼻屎] 对了，右边知足吧，听说最近火葬场都不让死人穿着衣服火化了。。。[拜拜][拜拜][蠟燭];122,21,97;1,0,0;3
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>政府只要下决心动真格，就没有治不好的污染和雾霾！APEC蓝;163,29;2,2;2
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>APEC蓝，火了！<>好蓝哇<>政府只要下决心动真格，就没有治不好的污染和雾霾！<>说明百姓的健康没有ZF面子工程重要，开个会搞得北京城都管制，为什么不选个山清水秀的度假村呢？;163,9,3,24,46;2,2,2,2,0;5
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>APEC蓝，火了！<>好蓝哇<>政府只要下决心动真格，就没有治不好的污染和雾霾！<>神魔叫動真格的？;163,9,3,24,8;2,2,2,2,0;5
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>APEC蓝，火了！<>好蓝哇<>政府只要下决心动真格，就没有治不好的污染和雾霾！<>一哥们感慨：可见雾霾不是不可以治理，关键是百姓的健康没有政府的面子重要！;163,9,3,24,36;2,2,2,2,0;5
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>APEC蓝，火了！<>好蓝哇<>政府只要下决心动真格，就没有治不好的污染和雾霾！<>那请问为什么官方还预报8-11号中重度雾霾？;163,9,3,24,22;2,2,2,2,0;5
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>搬海南来开吧 有雾霾你揍我;163,13;2,1;2
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>有一种蓝天 叫APEC蓝[喵喵]<>APEC Blue：形容短暂易逝，不真实的美好。例句：He is not really into you，it's an APEC blue！<>找到雾霾的治理方法了;163,16,71,10;2,0,0,1;4
【图看北京：有一种蓝天 叫APEC蓝[害羞]】2014年11月5日，APEC召开在即，北京连续蓝天迎接峰会的召开。11月3日起，北京市正式实施APEC会议期间空气质量保障措施，包括临时交通管理、企业停产或限产、施工现场扬尘管理、加强城市道路清扫保洁和冲洗等，力保APEC会议期间空气质量。http://t.cn/R7HFRsM<>不要脸的政府，永远把作戏放在第一位，百姓放在最后一位！<>存了....等下次雾霾拉出来对比一下;163,27,18;2,0,0;3
【中国环保部称部分地区APEC空气质量保障措施落实不到位】环保部派出了16个督查组对北京及其周边省市大气治理情况进行明察暗访，检查各地的措施落实情况。环保部周三在网站上发布消息称，很多企业未按要求进行停产，也有很多企业存在超标排放问题。http://t.cn/R7RvvTz     <>这么多年，从没看见过如此坚决地治理雾霾决心和行动！<>常抓不懈更好，别会议开完，再松下来。;142,25,18;1,2,1;3
【天文学astronomy】(见图)☻银河系Galaxy。☻太阳系solar system。☻恒星fixed star。☻行星 planet。 ☻水星Mercury。☻金星Venus。☻地球Earth。☻火星Mars。☻木星Jupiter。☻土星Saturn。 ☻卫星satellite。☻彗星comet。☻流星meteor。☻轨道orbit。☻公转revolve。☻自传rotate。☻大气层 atmosphere。<>看《星际穿越interstellar》，学天文学词汇，图文结合，值得您收藏！[呵呵]<>NaN<>好好科普;209,42,3,4;1,1,1,1;4
貌似最近很流行年度观影10佳，逼格不算很高，但是恐怖片的质量都是数一数二的。1《招魂》2《斯托克》3《鬼夫》4《SPEC~天》5《无人生还》6《恐怖故事2》7《黑帮家族》8《西游降魔篇》9《爱在午夜降临时》10《迷幻trance》<>这个是去年的年度十佳。今年的等着看《一步之遥》上映就开始整理。《星际穿越》和《一步之遥》这两部不是第一就是第二，看最后了，《地狱医院》是年度最<>before midnight 哪里是恐怖<>NaN<>spec天？怎么没印象…;115,71,21,3,12;2,2,1,1,1;5
#叙旧拾文# 如果每个人都是一颗小星球，逝去的亲友就是身边的暗物质 。我愿能再见你，我知我再见不到你。但你的引力仍在。我感激我们的光锥曾彼此重叠，而你永远改变了我的星轨。纵使再不能相见，你仍是我所在的星系未曾分崩离析的原因，是我宇宙之网的永恒组成。<>看星际穿越出来以后忽然想到这篇文章。最后女儿和父亲告别的时候，我想，对，就是这样。t爱我的人永远不会离开我，他们可能只是去了我不知道的时空里，一直在挂念着我。我知道他们一定会再回来。<>爱我的人不会离开我，一定在五维空间守候我！！;124,91,22;1,2,2;3
#叙旧拾文# 如果每个人都是一颗小星球，逝去的亲友就是身边的暗物质 。我愿能再见你，我知我再见不到你。但你的引力仍在。我感激我们的光锥曾彼此重叠，而你永远改变了我的星轨。纵使再不能相见，你仍是我所在的星系未曾分崩离析的原因，是我宇宙之网的永恒组成。<>看星际穿越出来以后忽然想到这篇文章。最后女儿和父亲告别的时候，我想，对，就是这样。t爱我的人永远不会离开我，他们可能只是去了我不知道的时空里，一直在挂念着我。我知道他们一定会再回来。<>爱才是矢量;124,91,5;1,2,2;3
